"Episode"	"Scene"	"Scene_info"	"Character_name"	"Line"	"Gender"
"1357"	"23"	"PARK EXT DAY LIGHT"	"OTHER"	"Dad, I'm trying."	"MALE"
"1357"	"23"	"PARK EXT DAY LIGHT"	"IAN"	"Not hard enough. I want you puking your guts up cos of the effort you've put into this - not standing there whinging about it. Come on, let's go again."	"MALE"
"1357"	"23"	"PARK EXT DAY LIGHT"	"OTHER"	"I can't."	"MALE"
"1357"	"23"	"PARK EXT DAY LIGHT"	"IAN"	"What did I tell you? That is a banned word. We are not at home to Mr Negative. Now go back and try again. I'll untie you when you've beaten forty seconds and not before. He'll thank me for it later. That boy's a winner. He just doesn't know it yet."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"What do you want?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"Garry and Minty not about?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"They're getting supplies, why?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"No reason. I just wanted to drop by, let you know it's official. I'm in charge of the car lot."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"‚S Pat's decision not mine."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"Yes, I know, but she said she ran it by you first. Just to check you were okay with it. So thanks. I really appreciate it."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"Yes, well, new start then, eh? Don't mess it up."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"No. I won't. Although, we ain't got much stock. Or money neither."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"Just enough for a suit, was there?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"Looks good, doesn't it? Kevin always reckoned a good front got him more sales than a good motor -"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"Have you got a point to make cos you're starting to irritate me?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"Phil, I don't know what I'm doing. I don't know what cars to get, where to get them -"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"Then learn. I ain't nurse-maiding anyone."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"I don't want you to. I just need bit of a help, that's all. To get me started. Get some cash flow - see, I promised Libby I'd fly her out to join her Mum -"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"I ain't lending you any money -"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"No, that's not what I'm getting at. I meant more... Well, you know, that bloke, gave you those cheap cars, I thought maybe I could shift a few of those. Just for a bit, til I found my feet, got things ticking over -"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"You stupid little prat - you think I'm going to risk that again?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"You gave them to Kevin."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"Yes, and look how he ended up."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"That's cos Kevin was an idiot. And I'm not. Just give me the chance and I'll prove it."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"You know, when you blagged 200 notes off me to keep quiet about it, I thought then, he's a cool little sod alright. Got even colder now, ain't you?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"I'm desperate. One car. That's all I'm asking."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"Forget it. From now on that place is legit. No more stolen motors, no cut and shuts - you want to kill someone else, do you?"	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"Okay, just give me the bloke's phone number. I'll arrange it without you."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"He'd hang up as soon as you asked. It's too dangerous. The police nearly had us both the last time."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"OTHER"	"Just one car, Phil. Please."	"MALE"
"1357"	"27"	"ARCHES INT DAY LIGHT"	"PHIL"	"You ask me again, I won't only have Pat kick you out of that job, I'll kick you out of that suit an all. Go on, get out of here."	"MALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"JANE"	"Ian, look, she got an A+."	"FEMALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"Ms Taylor said it was the best essay she'd read all year."	"FEMALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"It's only January 10th."	"MALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"She meant school year, dog breath. That's got to be worth some new make-up, hasn't it?"	"FEMALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"JANE"	"Ian?"	"FEMALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"IAN"	"Look, I'm trying to do this. Here, what are you eating? He can't eat crisps."	"MALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"JANE"	"Why not?"	"FEMALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"IAN"	"Because it's not on the list. Only approved nutrition goes in that mouth. And what's she doing here?"	"MALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"We're going to do our homework together."	"FEMALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"IAN"	"No. He's going to the gym. Do some Fartleks on the treadmill. Yes, the amusing Swedish word - you won't be laughing at the end of it, I tell you. Go on, get changed."	"MALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"OTHER"	"But I've got blisters from lunchtime - those running shoes really pinch -"	"MALE"
"1357"	"28"	"[NAME]'S HOUSE INT NIGHT"	"IAN"	"So we'll stop at the sports shop on the way, get you a new pair. Go on, hurry up. And you. Come with me. I want a quick word."	"MALE"
"1357"	"29"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"Thing I don't get is, Pat said she'd spoken to you already."	"MALE"
"1357"	"29"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"That's right, she did. But we can't let Peggy and the others down, can we? They'd be heart broken."	"FEMALE"
"1357"	"29"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"No, I think they'd cope. We can't stay in this room forever."	"MALE"
"1357"	"29"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"No, of course not. We're going to get a place of our own place, soon as you've saved up. You've got a job now. But it's better to live here while we're waiting. With our family. That's what it's all about, isn't it?"	"FEMALE"
"1357"	"29"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"But...we'll have more space there. And Pat loves little Janet -"	"MALE"
"1357"	"29"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"Billy, come with me. Come on."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"Hello love."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"Hiya. I suppose Billy's told you all about Pat's offer."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"ROXY"	"Yes, that's really kind of her."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"PHIL"	"Move in tonight if you like. We'll give you an hand."	"MALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"No, it's okay, I've already told her. It's not like any of you want us to go. I mean, you love having us here, don't you?"	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"Yes, of course we do."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"You see? It's family, isn't it? We can't walk out and leave them."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"PHIL"	"Well, no, but if it's better for you there -"	"MALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"ROXY"	"Yes, more room, then we wouldn't stand in your way."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"No, I know, but we want to stay here with you too. We love it. Don't we? You've really made us feel at home. It's really special. So, thanks everyone. We're going to tell Pat no. See I told you."	"FEMALE"
"1357"	"30"	"VIC UPSTAIRS INT NIGHT"	"OTHER"	"Well, what else could I say?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"And then he bans me from the house. Says Peter's not allowed to visit here. Or go to the disco tomorrow - says he's got to train even though Peter hates it."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"Well, there's an obvious solution, isn't there? Ow. Ow!"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"What's wrong?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"I'm faking. Tell Peter to do that so he can't train then we'll offer to drive him to the disco - help cheer him up."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"Ian still won't let him go."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"He will if Tanya has a word with Jane. Get her to persuade him. Then you two can bop away all night. ‚S easy, isn't it?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"Okay, I'll text him now."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"Oi. Homework first. You can plan your social life later."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"We make a good team, don't we?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"Oh yes, I love being bad cop."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"I'm helping though, aren't I? I really love it, Tan, being here. I was so scared when that social worker came round. All those lies Max said - I'm glad we got it sorted out. That it's not going to be a problem."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"No. Although you know what would really settle it? If you took another drug test."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"Eh?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"Tomorrow. ‚S just a few minutes at the clinic. Get them to send the result over to social services, prove you're clean."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"They know that anyway. They've checked. I had one done recently."	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"Yes, but you weren't living with me then. I want to send it to Max's lawyer. Stop any chance of him using it. You don't mind, do you? For me, Rainey. And the kids. Please?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"OTHER"	"Sure. Why not?"	"FEMALE"
"1357"	"31"	"[NAME] & [NAME]'S HOUSE INT NIGHT"	"TANYA"	"Thank you."	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"RONNIE"	"You're late."	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"JACK"	"Why, what did I miss?"	"MALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"RONNIE"	"Don't make me regret this."	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"JACK"	"Trust me. I'm good. How are you doing? Phil. Good to see you. Look, I'm sorry it didn't work out. With Louise. Just as long as you know - I was trying to help. Let's take that from it and move on, yes? Hey Roxy. Peggy."	"MALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"RONNIE"	"So what would you like? Pint?"	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"JACK"	"No. I'm not stopping. There's no point. This ain't about us all having a drink and pretending to like each other for a false half hour - it's about starting again. Properly. I've got to prove myself to you all. I know that. So I've just come here now to say, I hope you'll give me that chance."	"MALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"PHIL"	"Okay."	"MALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"ROXY"	"Whatever."	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"OTHER"	"Takes more than words, mind."	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"JACK"	"I know. Thanks. Sorry but, like you said, best not to push people faster than they want to go."	"MALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"RONNIE"	"No, you're right."	"FEMALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"JACK"	"I'm going to go back and start preparing the club. Why don't you stay here for a bit? Talk me up. I think I need it."	"MALE"
"1357"	"32"	"VIC DOWNSTAIRS INT NIGHT"	"RONNIE"	"And how. He meant it. You don't have to believe him but what he said then was true. He wants this to work. Just trust him on that, okay?"	"FEMALE"
"1357"	"34"	"R&R INT NIGHT"	"JACK"	"Nice suit."	"MALE"
"1357"	"34"	"R&R INT NIGHT"	"OTHER"	"So everyone reckons, yes. It's great. Thanks."	"MALE"
"1357"	"34"	"R&R INT NIGHT"	"JACK"	"No problem. Not as long as you've earned it."	"MALE"
"1357"	"34"	"R&R INT NIGHT"	"OTHER"	"More than."	"MALE"
"1357"	"34"	"R&R INT NIGHT"	"PHIL"	"No more stolen motors. No cut and shuts - you want to kill someone else, do you?"	"MALE"
"1357"	"34"	"R&R INT NIGHT"	"OTHER"	"You were right. I'm just a kid to him - he didn't suss me as a threat at all. That's Phil Mitchell in his own words - stitched up and ready for jail."	"MALE"
"1358"	"1"	"[NAME]'S FLAT - BEDROOM INT DAY LIGHT"	"RONNIE"	"Morning sexy."	"FEMALE"
"1358"	"1"	"[NAME]'S FLAT - BEDROOM INT DAY LIGHT"	"JACK"	"Coffee, please. Black, no sugar. I thought it was your turn to make breakfast?"	"MALE"
"1358"	"1"	"[NAME]'S FLAT - BEDROOM INT DAY LIGHT"	"RONNIE"	"Let's work up an appetite first."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"What the hell is that?"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"Oats, packed with vitamin B, which helps metabolize carbs and fat to produce energy - an essential breakfast for the modern athlete."	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"So why do I have to eat it?"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"JANE"	"He bulk ordered. It was cheaper that way."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"Ugh. I feel sick."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"You're not pregnant, are you?"	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"What?"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"JANE"	"Ian."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"Sorry."	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"No, I'm sick of you. And his flipping athletics."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"He gets new running shoes and what do I get? Ignored, same as always."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"JANE"	"Ian, tell her. Lucy, wait. We are going to get you something. A new outfit. For the school disco."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"Yes, I was really pleased about your grade. Thought I'd surprise you lunchtime. Take you shopping."	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"What about my training session?"	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"JANE"	"I'm taking it. Cos Steven needs to be at his job."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"If he ever gets up in time. He's like the flaming undead."	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"Can't I go shopping with Jane?"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"JANE"	"Make more sense, wouldn't it?"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"No. It's me you're having problems with - it'll be a chance for us to bond."	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"What about the make-up you owe me?"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"See, this is what I'm talking about."	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"Bobby ruined my last lot."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"Whatever I do. It's just never enough, is it?"	"MALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"OTHER"	"Alright, forget it. If I'm that horrible to be with, stuff your flipping outfit."	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"JANE"	"Lucy, wait -"	"FEMALE"
"1358"	"2"	"BEALE'S HOUSE INT DAY LIGHT"	"IAN"	"Well, don't get at me. It was your stupid idea in the first place."	"MALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"Have you got your swimming kit?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Yes, she has. Come on, I said I'd meet Peter in the cafe."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"What about Rainey? Isn't she coming with us?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"Not today, no. She's got a doctor's appointment - I expect you'll see her later."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Bye Rainey."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Bye Abi. See you Lauren. Have a good day. Good luck with your swimming badge. I bet you'll get it."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Can guinea pigs swim?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"We'll drop Marge in the sink and find out - just shift, will you?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"You go, I'm going with Ben."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Well, why didn't you say?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"Be safe. Good luck."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Yes. Bye. Why didn't you wake me? I could've taken them."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"No, you deserve a lie in - they'll be fine on their own. What time's your test?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"Whenever. I just go to the clinic and get one."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"And how long til they get the result?"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"20 minutes, half hour."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"Well, don't forget to ask them to send it on to social services. That guy yesterday, Derek Evans, he'll be expecting it."	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"OTHER"	"I've not done smack or coke for months, I promise -"	"FEMALE"
"1358"	"3"	"[NAME] & [NAME]'S HOUSE INT DAY LIGHT"	"TANYA"	"I know. Rainey, this isn't about you. It's about Max."	"FEMALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"MAX"	"Tell her to hurry up, can't you? Or get another loo. I can't go in the sink with you here. I'm kidding. What sort of bloke do you think I am?"	"MALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"JACK"	"A dead one if I catch you. How about you disinfect it while you're waiting?"	"MALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"MAX"	"Nah. ‚S woman's work, isn't it? Get Ronnie to do it."	"MALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"JACK"	"You either clean that sink, right now, or get out."	"MALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"MAX"	"Jack. Relax. I do not urinate in your sink. Okay?"	"MALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"JACK"	"But you like putting that thought in my head. Don't you?"	"MALE"
"1358"	"4"	"[NAME]'S FLAT INT DAY LIGHT"	"JACK"	"Small man. Still needing his small victories. Even though it costs him his family."	"MALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"Of course you can fake it. ‚S easy, look."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"I didn't say, I couldn't, I said I won't. I can't lie to him."	"MALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"But you'll miss the disco. It's just for one day -"	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"Yes, but the trials are in a few weeks. If I skip a session -"	"MALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"Oh, turn it off, will you? He's not even here."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"You're just jealous cos he believes in me. I ain't going to let him down like everyone else. Look, I've got to go."	"MALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"Okay, I'll walk with you."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"No, I've got to jog there, sorry - it's part of my training."	"MALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"Don't worry, you can do way better than that loser."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"I ain't going to the disco without him. There's no-one else there I like."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"Not at the school one, no - but who wants to go there anyway? A load of spotty boys who can't even drive? I don't think so. We'll just jump a tube into Soho, go to a proper club."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"What?"	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"I'll nick some booze beforehand - vodka's best cos you can't smell it - you like vodka, don't you?"	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"But my Mum's going to pick us up at school when it's over."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"So tell her Jane's going to do it. I'll tell Jane, Tanya will - then we'll deal with the flak later."	"FEMALE"
"1358"	"6"	"CAFE INT DAY LIGHT"	"OTHER"	"You're such a virgin about everything. Don't worry. It'll be a laugh, I promise."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"RONNIE"	"If you want to talk about me at least say it to my face."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"Oh, get over yourself, this ain't about you and Jack."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"PHIL"	"It's about Honey. Not wanting to move into Pat's."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"She wants to stay with us cos she thinks that's what we want."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"OTHER"	"It's not just that - she likes being part of the family, she thinks all of you are great."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"RONNIE"	"Based on what?"	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"OTHER"	"Beats me, I tell you."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"Well, she ain't exactly playing with a full deck, is she? No offence."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"OTHER"	"Or maybe she's just nicer than all you lot."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"Nicer than you, that's for sure. Billy thinks about having sex with us. Tell Honey that she'd move out."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"OTHER"	"I do not think about having sex with you. Look, I am a happily married man."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"Cousins can still do it, he said. Told me it wasn't illegal. You know, in case it was that holding us back. Yes, right."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"RONNIE"	"You alright? Phil?"	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"PHIL"	"Yes. I'm fine. Look, let's solve this once and for all."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"PHIL"	"Billy, you can have Ronnie's room - Ronnie, you'll have to share with Roxy."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"What?"	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"PHIL"	"Or get Honey to accept Pat's offer. It's up to you."	"MALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"RONNIE"	"Well, he's in a good mood."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"ROXY"	"There is no way I'm sharing with you. I'm going to talk to Peggy."	"FEMALE"
"1358"	"7"	"BRIDGE STREET EXT DAY LIGHT"	"RONNIE"	"Don't worry. You'll be in Pat's by the end of the day. Trust me."	"FEMALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"JACK"	"Thanks for coming. This is better, isn't it? We can talk properly now. Say what we want to say. Rather than what people we care about want to hear."	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"PHIL"	"So all that crap you came out with last night -"	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"JACK"	"No, that was true. I do want us to get on. I like Ronnie, so obviously, it's in my interests. But it's not in your interests, is it Phil? You're thinking - why should I make the effort to get along with this cocky gitwho I don't even like."	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"PHIL"	"Yes, that about sums it up."	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"JACK"	"Here's why."	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"OTHER"	"One car. That's all I'm asking."	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"PHIL"	"Forget it. From now on that place is legit. No more stolen motors, no cut and shuts - you want to kill someone else, do you?"	"MALE"
"1358"	"8"	"R AND R INT DAY LIGHT"	"OTHER"	"Okay, just give me the bloke's phone number. I'll arrange it without you."	"MALE"
